,Word,Conc.M
1867,corner,4.61
1868,direct,2.15
1869,dip,4.22
1870,mix,3.82
1871,version,1.7
1872,strawberry,5.0
1873,stays,2.86
1874,manager,4.14
1875,wheel,4.86
1876,fortunately,1.44
1877,hassle,2.18
1878,folks,3.52
1879,fund,3.18
1880,material,4.26
1881,follow,3.26
1882,raise,3.8
1883,assume,1.75
1884,field,4.26
1885,flower,5.0
1886,easily,1.8
1887,becomes,1.61
1888,act,2.46
1889,bread,4.92
1890,parking,3.85
1891,pain,3.5
1892,injection,3.86
1894,personality,2.08
1895,forgot,2.18
1896,smell,3.7
1897,player,4.15
1898,automatic,2.82
1899,heavily,3.15
1900,fruit,4.81
1901,pleased,2.37
1902,sauce,4.75
1903,identify,2.64
1905,wrap,4.11
1906,endless,1.82
1907,strict,2.72
1908,length,4.07
1909,relaxing,2.62
1910,jazz,3.9
1911,aerobics,3.72
1913,expense,2.57
1914,riding,4.14
1915,fourteen,3.04
1916,wrist,4.93
1918,pressure,3.07
1920,bed,5.0
1921,nose,4.89
1922,till,4.0
1926,blast,3.9
1927,quote,3.32
1928,priced,2.88
1929,grown,3.2
1930,fill,3.32
1932,ability,1.81
1933,saucepan,4.67
1934,base,3.86
1935,surgery,4.34
1936,cup,5.0
1938,loose,3.18
1939,handy,1.88
1941,plead,2.59
1942,beating,3.76
1945,victim,3.59
1946,unsweetened,3.66
1947,dark,4.29
1948,pie,4.92
1950,weed,4.9
1951,boring,2.07
1952,threw,3.57
1956,truly,1.62
1957,comfortable,2.33
1958,proud,2.07
1959,fortunate,2.04
1960,project,3.62
1961,suddenly,1.84
1962,uncle,4.24
1963,barrier,4.41
1964,unanimous,2.7
1965,regard,1.79
1966,vary,1.93
1967,diving,4.13
1970,whip,4.68
1972,elementary,2.24
1973,wildlife,4.26
1974,portion,3.78
1975,trick,3.36
1978,conception,2.24
1980,disgusting,2.21
1981,tip,4.5
1984,powder,4.76
1985,taxpayer,4.14
1986,heads,4.63
1987,shell,4.8
1988,flavor,3.55
1989,series,2.92
1990,prime,2.48
1992,concept,1.41
1994,competition,3.86
1995,role,2.19
1997,shanghai,3.68
2000,requirement,2.52
2001,skill,2.17
2002,vanilla,4.68
2003,craft,3.48
2004,address,3.89
2006,dressed,3.41
2007,mystery,2.33
2010,weapon,4.76
2011,male,4.45
2013,employer,3.81
2014,liberty,1.85
2015,electric,3.56
2016,interior,3.59
2017,carrying,3.67
2018,symbol,3.11
2019,employee,4.1
2020,drain,4.61
2021,operation,3.44
2022,vice,2.46
2025,capitol,4.31
2026,dye,4.58
2028,watermelon,4.89
2029,wealthy,2.73
2030,voice,4.13
2031,screen,4.6
2032,prevent,2.34
2033,loving,1.73
2035,mileage,3.47
2037,rarely,1.64
2038,morocco,4.0
2039,floating,3.89
2040,eastern,3.11
2041,abuse,2.71
2042,lukewarm,3.64
2043,channel,4.18
2044,transferred,3.07
2046,bathroom,4.52
2050,discuss,3.17
2051,hole,4.81
2053,bonus,3.04
2054,comedy,3.1
2055,blessing,2.19
2056,judicial,2.12
2057,furniture,4.89
2058,quarter,4.43
2059,hair,4.97
2061,traffic,4.67
2065,buff,3.73
2066,wood,4.85
2069,classes,3.74
2070,factor,2.79
2071,electronic,3.3
2072,pleasant,1.55
2073,patrol,3.86
2074,whoever,1.93
2075,freeway,4.7
2076,physics,3.07
2077,grandma,4.54
2080,chuck,3.82
2081,radioactive,3.14
2083,addition,2.89
2084,treadmill,4.93
2085,socially,1.85
2086,relate,2.0
2087,brand,3.29
2088,autumn,3.27
2092,arms,4.97
2093,studied,2.46
2094,resentment,1.78
2095,normally,1.83
2096,cocaine,4.52
2097,modern,2.31
2098,becoming,1.67
2099,write,4.22
2101,repair,3.32
2103,questionnaire,4.24
2104,border,4.29
2105,sue,3.07
2106,disparity,1.78
2107,insured,2.15
2108,ill,3.21
2109,occasion,2.52
2110,broke,3.29
2112,profession,2.83
2113,primarily,1.86
2114,secure,2.69
2115,attic,4.53
2116,gasoline,4.72
2117,category,2.82
2118,shake,4.07
2120,unreal,1.52
2122,dangerous,2.13
2123,firm,3.54
2124,subway,4.86
2126,entertaining,2.04
2127,feed,4.17
2128,lord,3.04
2130,drunk,3.48
2131,carpool,3.9
2134,arrest,3.93
2135,separate,3.25
2137,due,3.21
2138,leftover,4.15
2141,scared,2.5
2142,whereas,1.46
2144,pediatrician,4.57
2145,pollution,3.75
2146,glued,3.46
2147,network,3.2
2150,affected,1.93
2151,pattern,3.92
2153,badly,1.93
2154,whatsoever,1.17
2155,cleaning,3.71
2156,eliminate,2.77
2157,burned,3.72
2158,lady,4.33
2159,truck,4.84
2162,philosophy,2.14
2163,foreign,2.5
2164,immediately,2.3
2166,escort,4.3
2168,shame,2.24
2169,cross,4.44
2170,holidays,3.15
2171,natural,1.85
2172,elegant,2.31
2173,established,1.97
2174,stage,4.64
2178,decent,2.04
2180,downtown,4.39
2181,executed,2.77
2182,faster,2.76
2183,commercial,3.24
2184,valley,4.72
2185,deck,4.77
2186,depend,1.89
2188,programming,2.97
2189,neither,1.64
2190,permitted,2.21
2191,convict,4.11
2192,forced,2.25
2193,forever,1.34
2195,extreme,1.96
2196,uncooked,3.86
2198,loan,3.72
2199,owe,2.07
2200,saving,2.36
2202,classroom,4.76
2203,assumed,1.86
2204,savings,3.32
2205,precious,2.0
2206,limb,4.64
2209,lasagna,4.89
2210,note,4.61
2211,broth,4.68
2212,colors,4.17
2213,spelling,3.63
2214,beneficial,1.77
2215,sixties,2.93
2216,existence,1.54
2217,mild,2.48
2219,versus,1.86
2220,appropriate,2.0
2222,borrow,3.1
2224,pine,4.37
2225,smile,4.5
2226,fishing,4.3
2228,roof,4.79
2229,considering,1.75
2230,simple,1.62
2231,agent,3.61
2232,heaven,1.81
2235,weigh,3.79
2236,knowledge,1.73
2237,choosing,2.17
2239,emergency,2.41
2240,grapevine,4.69
2241,affection,2.22
2242,critical,2.14
2244,beagle,4.81
2246,proper,1.78
2247,window,4.86
2248,medicare,3.34
2249,dance,4.32
2251,truth,1.96
2252,currently,2.14
2253,chunk,3.86
2255,highway,4.72
2256,builder,3.97
2257,verdict,2.19
2258,duh,1.57
2259,log,4.96
2261,prosecutor,4.24
2264,convinced,2.07
2265,kidnapping,3.47
2266,juror,4.29
2267,mount,4.0
2268,slow,3.28
2269,holding,3.72
2270,fee,3.89
2271,dorm,4.41
2272,decrease,2.68
2273,rascal,2.62
2274,useless,1.78
2275,kindergarten,3.9
2276,continue,2.36
2278,fly,4.64
2282,taco,4.93
2284,forgotten,1.74
2286,internal,2.41
2287,harsh,2.23
2288,substituting,2.28
2289,substitute,2.82
2291,none,2.59
2292,unbelievable,1.54
2294,willing,2.07
2296,adjust,2.93
2298,liberal,1.67
2299,broccoli,4.87
2301,nearest,3.0
2302,development,2.41
2303,vegetable,4.89
2305,quarters,4.57
2306,million,2.9
2309,tremendous,2.1
2310,however,1.79
2311,according,1.63
2312,altogether,2.36
2313,sale,3.37
2314,cheddar,4.46
2315,abortion,3.41
2316,staff,4.36
2317,basic,2.26
2318,reliability,1.83
2319,condominium,4.35
2320,strike,4.07
2321,envision,2.38
2323,establish,2.0
2324,survive,2.55
2326,club,3.78
2327,figured,2.46
2328,turning,3.19
2329,cowboy,4.72
2330,gross,2.96
2331,attraction,2.24
2332,damages,3.12
2333,mice,4.84
2335,rule,2.57
2336,severe,2.43
2337,summertime,2.96
2342,tore,3.72
2343,pocket,4.68
2346,indoor,3.64
2347,fear,2.57
2348,among,2.38
2349,grill,4.86
2350,core,3.96
2352,rare,1.96
2353,chapel,4.6
2354,worker,4.59
2355,trained,2.54
2358,credibility,2.29
2359,protective,2.54
2360,shown,2.78
2361,body,4.79
2362,happier,2.14
2363,trainable,1.83
2364,funded,2.93
2365,allergic,2.55
2366,spread,3.68
2367,investment,3.59
2369,impossible,1.66
2370,fool,3.19
2371,excited,2.32
2374,pitch,4.0
2375,rehabilitation,1.81
2377,standing,4.04
2378,enjoyable,2.04
2379,fortune,2.9
2380,sides,3.82
2381,symphony,4.21
2382,technical,1.97
2383,apply,2.5
2384,jog,3.63
2387,skinny,3.57
2388,cream,4.83
2390,selection,2.34
2392,funding,3.17
2393,affect,1.93
2394,standpoint,1.71
2395,breaking,3.93
2398,van,4.72
2400,turkey,4.89
2401,hospital,4.64
2402,dental,3.08
2406,protestant,3.39
2407,republican,2.79
2409,main,2.41
2410,tent,4.96
2411,mornings,3.65
2412,quiet,2.76
2413,access,2.71
2414,super,1.9
2415,memorial,3.68
2416,pilgrimage,2.15
2418,campus,4.64
2419,user,3.16
2420,board,4.57
2422,campground,4.7
2423,hunt,3.81
2424,stream,4.5
2425,taste,4.07
2426,refreshing,2.41
2427,causing,1.55
2429,personal,2.21
2430,onto,2.46
2431,population,3.64
2432,wedding,3.92
2433,supervisor,4.26
2434,mistake,1.97
2435,protecting,2.04
2437,curbside,4.17
2441,lifetime,2.15
2442,millions,3.59
2443,management,2.72
2445,round,3.9
2448,retire,3.11
2449,seldom,1.38
2450,shape,3.14
2452,discipline,2.24
2453,wound,4.24
2455,southern,2.62
2456,mechanism,3.67
2457,increase,2.61
2458,fixing,2.9
2459,painful,3.43
2460,cancer,3.86
2462,awake,3.32
2463,conversation,3.28
2464,require,2.07
2466,recognize,2.07
2467,unique,1.89
2468,slap,4.72
2469,rainy,4.32
2470,steps,4.39
2471,demand,2.2
2474,slip,4.1
2475,forward,2.66
2477,wall,4.86
2479,poverty,2.54
2482,form,3.13
2483,realistically,1.7
2485,fed,3.19
2488,suburban,3.27
2490,rape,3.61
2491,path,4.41
2492,considered,1.97
2494,opening,3.79
2495,chosen,2.33
2496,froze,3.96
2497,powered,3.07
2498,accepted,2.28
2499,centered,3.31
2500,suffer,2.28
2501,charging,3.34
2502,halfway,3.07
2503,endanger,1.96
2504,injured,3.86
2505,bake,4.21
2506,tolerate,1.78
2507,medication,4.53
2508,geared,3.0
2509,bowl,4.87
2510,backup,3.2
2511,cooking,4.19
2512,semi,2.74
2513,hardy,2.22
2514,cruise,4.03
2515,sun,4.83
2518,overdone,2.93
2519,hilly,3.88
2522,arrangement,2.3
2524,joy,2.37
2525,false,2.36
2527,engaged,2.37
2530,megahertz,2.88
2531,future,1.86
2534,finance,3.36
2535,officer,4.8
2536,finish,2.89
2537,diet,3.21
2538,fearful,2.2
2540,stroke,4.1
2541,cave,4.96
2542,hype,1.75
2543,downhill,3.97
2544,reaching,3.5
2545,loaf,4.79
2546,gravy,4.97
2552,pen,4.92
2553,spouse,3.85
2554,arrive,3.22
2557,aerobic,3.14
2558,obsolete,2.1
2560,species,3.36
2561,financially,2.34
2563,oven,4.97
2564,represent,2.12
2566,approve,1.85
2567,institution,3.33
2569,describe,2.18
2570,poison,4.27
2571,lethal,3.04
2573,stable,3.77
2574,employed,2.8
2575,float,4.07
2577,garlic,4.89
2578,nearby,2.86
2579,tuition,3.52
2580,itemize,2.77
2581,spite,2.07
2583,belief,1.19
2585,zone,3.07
2586,patient,2.5
2587,mushroom,4.83
2589,environmental,2.63
2590,tuesday,3.29
2592,jaw,4.87
2593,bouillon,4.2
2594,january,3.13
2596,dragged,4.11
2597,score,3.38
2598,scrap,4.15
2599,invariably,1.92
2603,smoke,4.96
2604,supporting,2.52
2605,fluid,4.73
2606,minded,1.79
2607,immigration,3.03
2608,economics,1.77
2609,overalls,4.74
2611,wearing,3.59
2612,effectively,2.04
2613,leisure,2.03
2615,bib,4.79
2617,stew,4.43
2618,jewish,3.32
2619,breeding,2.96
2621,success,2.21
2622,worn,3.68
2623,calm,2.83
2624,ultimate,1.7
2626,valued,1.56
2627,coin,4.89
2628,bite,4.44
2631,slash,3.52
2632,monthly,3.57
2634,steel,4.87
2635,crock,3.56
2636,ocean,4.86
2637,subscribe,2.21
2638,shirt,4.94
2639,subscription,3.22
2640,professionally,2.03
2641,grounds,4.43
2643,discussion,3.07
2644,audience,4.29
2645,movement,3.63
2647,menu,4.67
2648,handling,3.0
2649,received,2.67
2653,tamper,3.04
2654,photography,4.1
2655,evaluate,1.85
2656,superbowl,3.63
2658,speakers,4.93
2659,yuppie,2.68
2661,baked,4.19
2663,immigrant,3.72
2666,clock,5.0
2670,ambulatory,2.92
2671,stadium,4.79
2673,experiment,3.38
2674,friendly,2.32
2675,slide,4.48
2676,stress,2.62
2678,neck,5.0
2679,complain,2.6
2680,affectionate,2.28
2682,screwed,2.57
2684,chatting,3.08
2686,layoff,2.83
2687,whoops,2.38
2689,commission,3.04
2692,clear,3.55
2693,league,3.46
2694,aging,2.88
2695,sympathy,1.88
2699,cage,5.0
2702,spaghetti,5.0
2703,mommy,4.07
2705,thankful,1.69
2706,psych,2.04
2710,slept,3.19
2712,blooming,4.07
2714,punch,4.39
2715,belong,1.43
2717,bus,4.9
2718,convenience,2.04
2719,underclass,2.71
2720,pickup,4.24
2722,ex,2.58
2723,dropping,3.67
2724,radiator,4.78
2725,encourage,2.61
2728,mouse,4.83
2730,destroy,3.08
2731,kneading,3.6
2732,frat,3.3
2734,upswing,2.97
2736,eel,4.69
2738,castle,4.96
2739,delicate,2.3
2741,join,2.86
2743,touched,3.11
2744,election,3.17
2745,technology,3.24
2746,asphalt,4.83
2747,incorporate,2.15
2748,welfare,2.57
2749,receptive,2.21
2750,hydraulic,3.66
2752,medium,3.0
2755,jack,4.3
2756,vehicle,4.64
2757,possess,2.6
2758,anytime,1.57
2759,session,2.58
2760,envelope,4.93
2763,wealth,2.63
2764,deed,3.86
2765,handcrafted,3.27
2766,sofa,4.9
2768,emotionally,1.72
2769,logically,1.8
2770,aggressive,2.54
2772,possession,2.96
2775,village,4.89
2776,skiing,4.42
2780,hello,2.8
2784,sons,4.43
2785,receipt,4.86
2786,determine,2.13
2787,canoeing,4.21
2789,wages,3.96
2792,outcome,2.27
2793,unfair,1.62
2794,pushing,3.73
2795,pitching,3.82
2797,dragging,3.71
2799,reduce,2.0
2800,video,4.67
2802,claim,2.96
2803,reusable,2.34
2804,sassafras,4.19
2805,declared,2.38
2806,develop,1.87
2807,offspring,3.93
2809,ratio,2.55
2810,brutal,2.0
2811,smog,4.14
2812,consulting,2.14
2813,traveled,2.54
2814,eve,2.7
2816,inordinately,1.52
2817,bargain,2.59
2818,surely,1.71
2819,battery,4.67
2821,playroom,4.71
2822,helpful,1.76
2824,convince,1.85
2825,spur,4.57
2827,couch,4.71
2828,penny,4.83
2829,date,3.9
2830,ethically,1.59
2831,lasting,2.3
2832,stock,4.19
2834,beach,4.79
2835,rapist,4.32
2836,honor,1.68
2837,thorough,1.66
2840,reach,3.7
2842,theory,1.47
2844,armed,3.6
2845,definite,2.07
2847,international,2.82
2848,pouring,3.8
2849,deterrence,2.08
2850,theft,2.93
2853,reluctant,1.76
2854,debt,2.72
2855,electrical,3.39
2856,beam,3.96
2857,flooding,4.38
2858,anguish,2.38
2859,pier,4.62
2860,depth,3.11
2861,attempt,2.22
2863,calico,4.04
2865,mini,2.89
2867,smart,1.75
2869,whack,3.48
2870,ugly,3.23
2871,socialist,3.19
2872,purchase,2.96
2874,sway,3.6
2875,engine,4.86
2876,fraud,1.68
2878,lax,2.36
2879,racial,2.32
2880,naive,1.85
2881,birthday,3.2
2883,crack,4.53
2884,crowded,3.28
2890,express,2.21
2891,fox,4.97
2892,article,4.33
2893,global,2.93
2895,occur,1.84
2896,listed,2.81
2897,tour,3.38
2899,candidate,3.81
2900,purpose,1.52
2901,prenatal,2.88
2902,effects,2.83
2905,tolerance,2.11
2906,necessary,1.8
2907,following,2.83
2908,accidental,2.17
2909,associated,2.12
2910,absurd,1.64
2911,rotten,3.87
2912,cop,4.3
2914,robbing,3.73
2915,accent,3.26
2916,abroad,2.72
2917,rob,3.48
2918,holdup,3.04
2920,abandon,2.54
2921,humane,1.79
2924,chase,3.48
2925,cadillac,4.93
2927,periodically,1.9
2929,purebred,3.04
2931,attractive,2.64
2932,copy,3.9
2934,mass,3.44
2936,morals,1.31
2937,impact,2.59
2939,peach,4.9
2940,famous,2.07
2941,summons,2.97
2942,commuting,3.07
2944,lottery,4.19
2946,nation,3.62
2948,homeless,3.04
2949,removed,2.87
2950,farther,2.7
2951,double,3.37
2955,orthodontic,3.41
2956,strongly,2.39
2958,ringing,3.86
2959,orthopedic,2.58
2961,insulation,4.33
2963,permanently,2.62
2965,remove,3.14
2966,crush,3.9
2968,partner,3.53
2969,block,4.48
2970,pantry,4.67
2971,marry,3.03
2972,routine,2.7
2973,escape,3.34
2974,maintenance,3.07
2976,scan,3.48
2977,pass,2.71
2981,regulation,2.0
2983,sympathetic,1.77
2985,blown,2.88
2986,beaver,4.68
2987,practically,1.62
2990,classic,2.0
2991,mall,4.83
2992,finger,5.0
2995,hamper,4.21
2996,press,3.9
2998,rapidly,2.5
2999,marvelous,2.04
3000,chose,2.48
3002,whistler,3.58
3003,likewise,2.07
3005,storm,4.7
3006,seriously,2.0
3007,nutrition,2.82
3008,nervous,1.85
3009,justice,1.45
3010,sewing,4.4
3011,hobby,2.93
3012,gain,2.24
3013,desperately,1.96
3014,discovered,2.37
3015,driven,2.29
3019,tiny,3.11
3021,pathology,2.41
3022,circumstance,1.77
3023,cow,4.96
3024,rosebud,4.96
3025,promote,2.26
3026,relative,2.97
3027,sometime,1.47
3028,officially,1.61
3029,wage,3.79
3031,courtroom,4.63
3032,copper,4.52
3033,leasing,2.67
3034,partially,2.67
3035,unconditional,1.77
3036,skied,3.46
3037,previous,2.52
3038,laboratory,4.46
3039,december,3.0
3040,jogging,4.67
3041,obstinate,1.79
3042,tourist,4.59
3043,glasses,4.9
3044,die,3.07
3045,fifth,3.81
3047,weekly,3.28
3048,value,1.62
3049,rust,4.52
3050,lighter,4.53
3051,carbon,4.22
3052,fuel,4.3
3053,dramatically,1.59
3054,barely,1.71
3055,practice,2.52
3056,heating,3.34
3057,livable,2.48
3058,bell,4.96
3059,daily,3.15
3061,trumpet,4.86
3062,conclusion,2.11
3063,option,2.39
3065,volume,3.07
3066,moody,2.36
3068,shade,3.38
3069,input,2.5
3070,diverse,2.24
3073,occasional,1.85
3074,bluegrass,3.52
3076,midnight,3.14
3077,microbiologist,4.28
3079,preceding,2.69
3080,harvest,4.0
3082,mitigating,2.5
3083,council,2.73
3084,temperature,3.71
3085,afternoons,2.86
3087,license,4.0
3090,fiddle,4.81
3091,indoors,4.17
3092,fitness,3.11
3093,democratic,1.74
3094,prove,1.83
3095,blame,2.06
3097,getaway,3.11
3098,belt,4.9
3100,butter,4.9
3101,congress,3.9
3104,history,2.96
3105,passing,2.76
3106,joke,2.9
3107,commentary,2.96
3108,patriot,3.36
3110,lousy,1.93
3112,below,3.45
3116,loaded,3.14
3117,reef,4.7
3118,biology,3.48
3119,fancy,2.5
3121,pump,4.31
3122,tourism,3.0
3123,rushed,2.0
3124,instrument,4.27
3125,halftime,2.58
3126,chair,4.58
3127,blender,5.0
3131,commerce,2.76
3132,illness,3.54
3133,kick,4.33
3134,film,4.71
3137,thin,3.83
3138,youth,3.28
3139,stray,2.76
3141,chat,3.66
3144,carpet,4.96
3145,vine,4.86
3147,blues,2.31
3148,bounce,3.86
3149,chasing,3.48
3151,particle,3.78
3153,cheap,2.11
3154,collector,4.1
3155,driver,4.71
3156,tom,3.96
3159,insanity,2.34
3160,consideration,1.86
3162,cord,4.63
3163,vanity,2.15
3164,mansion,4.89
3165,lap,4.11
3166,turtle,5.0
3167,creek,4.87
3168,luckily,1.55
3169,instrumental,2.89
3170,discount,2.79
3171,rolling,4.04
3172,inspect,3.31
3174,setup,3.5
3175,meeting,3.31
3176,brownie,4.82
3177,steak,4.96
3180,factory,4.76
3181,disappointed,1.92
3182,marking,3.79
3183,fiancee,3.86
3184,drastic,1.58
3185,brainwash,2.21
3186,closely,2.46
3187,moral,1.69
3189,catfish,4.85
3190,flight,3.9
3191,foreground,2.93
3192,caution,2.04
3193,legend,2.96
3194,advanced,1.83
3195,mentality,2.0
3196,someday,1.72
3197,household,3.86
3198,cabbage,4.75
3201,typically,1.67
3202,breathed,3.57
3203,character,2.93
3205,soak,4.21
3206,tall,3.36
3207,apartments,4.71
3208,senior,2.97
3209,depression,2.39
3211,stole,3.07
3212,contribute,2.13
3213,progressive,1.5
3215,librarian,4.4
3216,anxious,1.68
3217,congested,3.24
3218,lane,4.66
3220,substantial,2.03
3221,falling,3.64
3222,minimal,2.0
3223,probation,2.48
3224,lunchtime,3.79
3226,toy,4.93
3227,cafeteria,4.71
3228,manure,4.64
3229,shut,3.38
3230,recall,2.14
3231,breast,4.89
3234,beef,4.74
3235,extraordinary,2.13
3236,roast,4.4
3237,hamburger,5.0
3238,driveway,4.77
3239,purse,4.9
3241,beater,3.62
3242,admit,2.32
3243,chemical,3.86
3244,dominated,2.18
3247,thursday,3.03
3249,worrying,2.21
3252,mustang,4.89
3253,weeds,4.83
3254,architect,3.74
3255,duty,2.19
3256,noon,2.67
3257,forgetting,1.96
3258,ignore,2.22
3259,unleaded,2.83
3260,acceleration,2.97
3261,closed,3.37
3262,sprinkler,4.89
3264,regardless,1.52
3266,growth,2.89
3267,dealt,2.95
3268,route,3.88
3269,murderer,3.83
3270,rationalization,2.31
3272,nincompoop,2.4
3274,gulf,4.08
3276,compete,2.57
3277,arm,4.96
3278,thick,4.0
3279,thicken,3.52
3280,improve,1.82
3281,egg,4.97
3282,physician,4.65
3284,equivalent,2.57
3285,dish,4.9
3286,serial,2.44
3288,sooner,2.11
3289,heinous,1.71
3292,explain,1.97
3293,overcrowded,3.81
3294,key,4.89
3295,liquid,4.72
3296,sink,4.74
3297,sixth,3.83
3298,conservative,1.96
3299,chamber,4.59
3302,spare,3.48
3305,overseas,3.31
3307,ham,4.9
3309,lonely,2.19
3311,punitive,2.27
3312,edge,4.24
3314,suspect,2.59
3315,comfort,2.89
3321,lumber,4.56
3322,identical,3.5
3323,millionaire,3.6
3325,suggest,1.8
3327,client,3.9
3330,footnote,3.88
3332,milder,2.21
3333,bail,3.86
3334,performance,3.04
3335,unusual,2.21
3336,shore,4.79
3337,hung,3.31
3338,gathering,3.39
3339,indirectly,1.82
3340,loss,2.19
3342,independence,1.87
3343,hollow,3.61
3344,atmosphere,3.04
3345,relation,2.11
3346,intuitive,1.23
3347,mature,1.86
3348,fresh,1.97
3349,electricity,3.9
3350,willingly,2.04
3352,qualifications,2.14
3353,dealing,2.37
3354,banana,5.0
3355,remains,3.46
3356,useful,2.14
3357,marketplace,4.28
3358,prescription,4.0
3359,style,2.67
3360,penicillin,4.43
3361,overlap,3.07
3364,frustrating,1.81
3365,investigator,4.37
3367,fort,4.72
3371,direction,2.79
3372,hi,2.67
3374,boyfriend,4.59
3375,disc,4.85
3376,buyer,4.36
3377,reliable,1.86
3378,knowledgeable,1.92
3379,functional,2.55
3380,unplugged,3.8
3381,delicious,2.43
3382,sharp,3.86
3384,farming,3.46
3387,shopping,3.44
3388,intent,1.52
3390,reluctantly,2.04
3391,ugh,1.72
3392,communicate,3.43
3394,acts,3.29
3396,balcony,4.68
3397,subsidize,1.73
3398,construction,3.72
3400,exhausted,2.87
3402,fell,3.55
3403,condition,2.15
3404,relatively,1.45
3405,specific,2.18
3406,guitar,4.9
3407,traditionally,1.41
3410,art,4.17
3411,boss,3.83
3413,scab,4.71
3415,mega,2.07
3416,compact,3.04
3417,sign,4.62
3421,scale,4.39
3423,lock,4.65
3424,proven,2.14
3425,define,2.15
3429,spec,2.9
3431,administrator,3.89
3432,priority,1.76
3433,onion,4.86
3434,defined,2.07
3435,pavilion,4.59
3436,commitment,1.74
3437,involvement,1.46
3438,homemade,2.9
3439,exist,2.38
3442,violin,4.96
3445,accounting,3.27
3447,handful,3.48
3448,highest,2.72
3449,upper,3.37
3450,enforced,2.22
3451,schooling,3.07
3452,host,3.63
3453,apple,5.0
3454,leader,3.89
3455,blessed,2.1
3456,jazzercise,3.92
3457,sixteen,3.88
3459,curious,1.75
3460,recruiting,2.74
3461,lesson,2.79
3463,admire,2.04
3464,roll,4.16
3465,reasonably,2.04
3466,messing,2.81
3467,rely,1.93
3468,homestead,4.07
3470,entrepreneurial,2.14
3471,mark,4.21
3472,hostile,2.62
3473,discovery,2.36
3474,strings,4.75
3475,accident,3.26
3477,sticky,3.59
3478,cottage,4.85
3479,typewriter,4.88
3481,forcing,2.31
3482,negligence,2.04
3484,produced,2.68
3485,planet,4.58
3486,wagon,4.89
3487,engineering,2.69
3489,spoil,2.82
3490,argue,2.75
3491,unreliable,1.83
3492,sesame,4.5
3493,roughly,2.57
3494,artist,4.24
3495,visible,3.08
3496,tied,3.92
3497,opposite,1.79
3499,melt,3.96
3501,humidity,3.0
3502,feature,2.96
3505,curly,4.41
3506,appliance,4.57
3507,thrive,2.21
3508,reside,3.19
3509,tragic,2.0
3510,sweat,4.71
3515,scare,2.96
3517,era,2.24
3518,skier,4.32
3519,plumbing,4.24
3520,aid,3.1
3521,humid,3.48
3525,fearless,1.9
3528,dirty,4.23
3529,checked,2.82
3531,horror,2.5
3532,disoriented,2.21
3534,staffing,2.62
3535,flea,4.89
3537,lift,3.89
3538,transported,2.96
3539,thirteenth,3.0
3540,opener,3.81
3541,slimy,3.26
3543,pride,1.66
3547,touching,3.43
3549,incredibly,1.71
3550,automated,2.75
3551,sunroom,4.7
3552,mechanic,4.38
3554,pumpkin,4.9
3556,melting,3.83
3557,perfume,4.66
3559,leukemia,3.57
3560,blanket,5.0
3561,territory,3.41
3565,juice,4.89
3566,perfumed,3.79
3567,python,4.96
3568,assuming,1.5
3569,eyeglasses,4.92
3570,satisfaction,1.9
3571,snake,5.0
3574,lover,3.68
3575,instinct,2.0
3576,dysplasia,3.12
3577,conglomerate,2.52
3578,weak,2.79
3579,shallow,3.45
3580,providing,2.48
3581,plywood,4.82
3582,bathe,4.19
3584,alzheimer,2.53
3585,technique,2.4
3586,pursue,2.83
3588,crochet,4.65
3589,static,3.32
3591,drums,4.79
3592,unrealistic,1.89
3593,rear,3.59
3594,wasteful,1.97
3595,anyhow,1.48
3596,migrate,3.15
3598,sunshine,4.21
3601,sweater,4.78
3602,warranty,3.21
3603,granny,4.24
3605,transporting,3.21
3607,wobbly,3.15
3608,woke,3.15
3610,walker,4.42
3613,carpenter,4.41
3614,cracked,3.93
3618,manufacturer,3.69
3619,warning,3.21
3620,bicycle,4.89
3621,unfeasible,1.44
3622,ozone,3.5
3623,snowy,4.25
3624,unexpectedly,2.04
3626,subcontracted,2.56
3627,temple,4.53
3628,heading,3.1
3630,minister,4.22
3632,fiddler,4.58
3633,orchestra,4.79
3634,rebuild,3.5
3635,pop,4.22
3637,widespread,2.23
3638,official,2.54
3640,syndrome,2.48
3643,dependent,2.32
3644,crunch,3.36
3645,wallpapering,3.6
3646,intrigued,1.85
3648,rotate,3.45
3650,redo,2.82
3651,dramatization,2.48
3654,safety,2.37
3655,christening,2.72
3656,adequately,1.72
3658,designing,2.93
3665,whiz,2.59
3666,landing,3.87
3667,workbench,4.62
3670,vacant,3.5
3671,guest,3.83
3673,painting,4.59
3674,balanced,2.79
3675,caring,1.77
3676,soaking,3.92
3680,steal,3.84
3683,tease,2.59
3685,golfing,4.3
3686,unconsciously,1.57
3687,capacity,3.1
3690,miniature,3.46
3692,brainwashing,2.43
3693,yearbook,4.58
3694,obvious,2.07
3696,adapt,2.41
3697,festival,4.33
3698,balloon,4.92
3703,roger,2.59
3706,antisocial,1.86
3707,intake,3.34
3708,monitor,3.65
3709,transit,3.61
3711,costing,2.85
3712,cutback,2.88
3713,interstate,3.93
3714,expressway,4.03
3715,pitifully,1.86
3717,killer,3.31
3718,socialize,2.41
3720,flying,4.1
3723,backed,2.43
3724,failing,2.52
3725,potential,1.91
3726,avenue,4.0
3727,bumping,4.0
3728,grandson,4.3
3729,soft,3.88
3732,adventure,2.59
3733,aunt,4.17
