,Word,Conc.M
2085,actor,4.57
2086,production,2.59
2092,age,2.86
2094,employment,3.3
2095,economic,2.2
2096,involvement,1.46
2097,oppression,2.0
2099,turkey,4.89
2101,meme,2.92
2102,result,2.85
2103,mode,2.46
2104,effects,2.83
2107,flu,3.65
2109,shake,4.07
2110,treating,2.12
2111,decide,1.92
2113,translator,3.86
2115,outbreak,3.04
2116,transmission,4.0
2118,lancer,4.0
2121,airbag,4.81
2123,removed,2.87
2124,brake,4.44
2125,rear,3.59
2126,facility,3.58
2127,mistake,1.97
2129,dozen,4.66
2130,lottery,4.19
2131,winner,3.21
2133,scout,4.0
2134,active,3.32
2135,turf,4.1
2137,pride,1.66
2138,ride,3.75
2141,chair,4.58
2142,accomplished,1.7
2145,lion,4.96
2147,lead,4.1
2148,fortunate,2.04
2150,spicy,3.31
2155,spoon,4.96
2156,utensil,4.56
2157,canoe,4.86
2158,completely,2.18
2159,unenforceable,2.04
2160,given,2.33
2161,dinner,4.5
2163,beer,4.88
2164,steak,4.96
2165,gosh,1.35
2170,expert,2.85
2171,concept,1.41
2173,jacket,4.86
2174,confidence,2.17
2175,sitting,3.76
2176,dressing,4.03
2177,clothes,4.76
2179,growing,2.89
2180,flower,5.0
2181,strikeout,3.83
2182,hitter,3.96
2183,violin,4.96
2186,prescription,4.0
2187,pill,4.72
2188,negative,1.79
2189,positive,2.44
2190,red,4.24
2194,affect,1.93
2195,recruiting,2.74
2198,softball,4.89
2199,mall,4.83
2200,enrollment,2.96
2202,thin,3.83
2204,loop,4.26
2205,northeast,3.83
2210,crush,3.9
2211,moderator,4.12
2214,foreground,2.93
2215,address,3.89
2221,album,4.69
2226,ship,4.87
2227,navy,3.93
2231,fort,4.72
2232,shortage,2.46
2233,identify,2.64
2234,selling,2.89
2240,diet,3.21
2243,weirdly,1.96
2245,playlist,4.0
2246,order,2.79
2248,logic,1.72
2249,lack,2.04
2251,thursday,3.03
2252,watched,3.14
2255,effective,2.04
2259,overcrowded,3.81
2260,terrified,2.43
2261,airport,4.87
2263,violence,3.07
2264,kidnapping,3.47
2265,potential,1.91
2267,relevant,1.72
2268,violent,3.1
2270,sunday,3.32
2272,tip,4.5
2273,agreed,1.93
2274,moment,1.61
2276,opening,3.79
2277,significance,1.68
2278,ban,2.37
2279,fake,1.97
2280,photo,4.93
2281,bombing,3.93
2283,crying,4.48
2286,expense,2.57
2289,beating,3.76
2294,absolutely,1.97
2295,citizen,4.43
2298,mandate,3.08
2300,practitioner,3.89
2303,economics,1.77
2308,script,4.72
2309,creditcard,4.89
2310,fee,3.89
2311,monthly,3.57
2312,taking,2.79
2313,gift,4.56
2315,billion,3.79
2317,cake,4.81
2318,hoot,3.88
2321,unsweetened,3.66
2322,mandatory,2.24
2324,minimum,2.25
2325,murdering,3.33
2329,rabbit,4.93
2330,sweetie,2.54
2332,guilt,1.93
2333,accused,2.93
2336,flawed,2.26
2338,wage,3.79
2341,branch,4.9
2343,cult,2.71
2345,historian,3.9
2346,scrape,4.15
2350,usual,1.9
2351,source,2.96
2352,whisk,4.33
2353,totally,1.78
2356,thrown,4.33
2357,event,2.69
2360,perspective,2.38
2363,fly,4.64
2366,typical,1.52
2369,handful,3.48
2373,employee,4.1
2374,helping,2.53
2376,teaching,2.82
2377,charity,2.62
2378,rare,1.96
2379,cage,5.0
2380,vitamin,4.48
2381,adopted,2.39
2382,everyday,2.43
2384,pull,3.97
2385,allergic,2.55
2386,dealer,3.76
2388,donate,2.88
2389,pie,4.92
2391,jewish,3.32
2393,applied,1.96
2394,breakfast,4.43
2396,dialect,2.67
2399,release,3.24
2400,secret,2.19
2401,topic,2.59
2402,bottom,4.25
2405,graduate,3.07
2412,administration,2.78
2416,member,3.07
2417,stays,2.86
2418,volunteer,3.77
2419,class,3.85
2420,its,1.9
2421,advertising,3.88
2425,tough,2.5
2427,junior,3.5
2430,ballplayer,4.68
2431,tonight,2.93
2432,goal,3.06
2434,payoff,2.74
2435,everything,2.3
2436,reward,3.41
2438,pleasure,2.04
2439,term,2.82
2440,strike,4.07
2441,centered,3.31
2443,until,1.33
2444,disdain,1.83
2446,pitcher,4.93
2448,silent,3.67
2450,mound,4.63
2451,poverty,2.54
2452,vow,2.42
2454,bigger,3.53
2457,newsroom,4.54
2458,accent,3.26
2459,proper,1.78
2461,vowel,3.8
2464,path,4.41
2465,bike,5.0
2466,canal,4.68
2467,certainly,1.86
2468,information,2.87
2469,democrat,3.96
2470,polling,2.52
2473,senator,4.59
2477,compilation,2.81
2478,candidate,3.81
2482,poll,3.31
2485,participate,2.59
2491,semester,3.07
2492,ahead,3.0
2493,seven,3.72
2495,obvious,2.07
2498,force,3.0
2500,medicine,4.79
2501,several,3.0
2504,react,2.55
2505,dislike,1.7
2506,depressed,1.93
2510,conflict,2.21
2511,eastern,3.11
2513,focus,2.35
2514,settled,2.61
2515,crisis,2.33
2517,inch,4.37
2518,front,3.77
2520,unfair,1.62
2521,thankful,1.69
2522,hunch,2.0
2526,processing,2.03
2527,struggling,2.81
2530,space,3.54
2531,along,2.14
2538,based,1.85
2539,site,4.56
2540,considered,1.97
2542,gunpoint,3.48
2544,box,4.9
2551,extra,2.46
2555,download,3.12
2556,spreadsheet,4.52
2560,proud,2.07
2561,broccoli,4.87
2562,hole,4.81
2564,rollback,2.77
2566,roll,4.16
2567,switch,4.07
2568,rise,4.04
2569,wild,2.41
2570,chemicals,4.14
2571,habit,2.76
2572,robot,4.65
2573,swinging,3.5
2578,forward,2.66
2583,fiddle,4.81
2584,stem,4.63
2586,turn,3.44
2587,often,2.5
2588,ring,4.81
2589,onion,4.86
2590,ripe,3.3
2593,frozen,4.34
2595,radish,4.87
2597,successful,2.07
2598,author,4.26
2599,unlocked,3.5
2600,soap,4.93
2601,standing,4.04
2602,rifle,4.85
2603,sniper,4.55
2604,trail,4.46
2606,loser,2.35
2611,beagle,4.81
2613,pitbull,5.0
2617,roasted,3.67
2621,argue,2.75
2623,precious,2.0
2627,adventurous,1.95
2628,pub,4.71
2630,turtle,5.0
2631,tortoise,4.87
2632,diver,4.69
2633,ugly,3.23
2636,deny,2.2
2637,trip,3.71
2638,steal,3.84
2639,lunch,4.31
2640,strawberry,5.0
2642,artist,4.24
2643,fighting,3.78
2648,resume,4.0
2649,affectionate,2.28
2650,app,3.86
2651,iphone,4.93
2652,apple,5.0
2653,schooled,2.62
2655,jar,5.0
2657,radiation,3.43
2658,rust,4.52
2659,yours,2.14
2660,weapon,4.76
2661,nuclear,2.97
2662,chips,4.9
2663,lobster,4.86
2675,disappointed,1.92
2677,pickup,4.24
2678,reliable,1.86
2679,especially,1.28
2680,vehicle,4.64
2682,temperament,1.96
2683,bred,3.38
2690,breeding,2.96
2691,wealth,2.63
2692,scam,2.64
2694,happier,2.14
2695,stolen,2.89
2696,van,4.72
2698,beauty,2.93
2701,compact,3.04
2704,oasis,4.44
2705,crossover,2.65
2706,consumer,3.57
2709,specific,2.18
2711,hung,3.31
2720,proof,2.67
2721,aesthetic,2.33
2722,therefore,1.33
2723,mouth,4.74
2725,stomach,4.89
2726,foot,4.9
2727,tooth,4.89
2731,optician,4.68
2734,exam,4.48
2735,vision,3.39
2736,fund,3.18
2737,exact,2.54
2738,deprived,2.04
2740,wakes,3.31
2741,pressure,3.07
2742,blood,4.86
2743,driveway,4.77
2744,brought,2.23
2746,itself,2.07
2747,harp,4.85
2748,sing,4.34
2749,symphony,4.21
2751,cousin,3.7
2756,theme,2.72
2757,caregiver,4.18
2758,comparison,2.0
2759,fear,2.57
2761,hostile,2.62
2765,lady,4.33
2767,miss,2.54
2768,recipe,4.43
2770,adult,4.4
2771,troll,4.28
2773,sir,3.1
2775,grandfather,4.86
2777,finger,5.0
2778,sole,4.11
2782,cabin,4.92
2783,lover,3.68
2786,ashamed,1.74
2790,film,4.71
2792,bout,3.0
2794,independent,2.04
2799,wound,4.24
2800,menu,4.67
2801,across,3.07
2803,learning,3.14
2804,interest,1.8
2805,skill,2.17
2806,aquarium,4.77
2809,brazil,4.19
2810,recommend,1.74
2813,baked,4.19
2814,condition,2.15
2815,cruel,2.11
2816,head,4.75
2817,hall,4.67
2819,disparity,1.78
2821,coat,4.97
2822,playoffs,3.17
2824,overall,1.76
2825,round,3.9
2826,exit,3.93
2828,pronounce,2.63
2831,hypothetical,1.3
2833,draw,3.97
2835,cuddly,2.93
2836,bowls,4.73
2837,abortion,3.41
2839,downswing,2.96
2840,assemble,3.67
2841,peacefully,2.23
2842,protest,3.21
2843,argument,2.85
2846,sold,2.96
2847,saved,2.63
2849,hatch,4.46
2850,stopping,3.19
2852,vigilante,3.37
2853,ex,2.58
2854,damages,3.12
2856,contention,1.75
2860,mass,3.44
2862,statistics,3.39
2864,ante,3.0
2865,rookie,2.83
2866,iconic,2.55
2867,sort,3.34
2868,definitely,1.74
2869,during,1.48
2870,evening,3.26
2875,arresting,2.84
2877,evidence,3.65
2879,mission,2.9
2881,verdict,2.19
2885,combat,3.67
2886,soldier,4.72
2887,soundtrack,4.34
2888,fond,1.68
2889,laying,3.83
2890,understood,2.28
2891,chilly,3.56
2893,wet,4.46
2894,jump,4.52
2896,sharp,3.86
2897,eaten,3.61
2901,eyed,2.79
2902,suspect,2.59
2905,near,2.79
2906,concealed,2.43
2907,carry,4.04
2908,thirty,3.75
2911,badly,1.93
2912,drink,4.76
2913,institute,3.41
2922,review,2.81
2925,except,1.48
2929,awful,1.92
2932,modern,2.31
2934,land,4.57
2935,junk,3.88
2936,rooms,4.57
2937,panty,4.59
2938,quiet,2.76
2939,connection,3.0
2941,upper,3.37
2942,lonely,2.19
2944,keeping,2.19
2945,central,2.71
2946,mile,3.63
2948,anime,3.62
2949,hug,4.14
2951,earthquake,3.97
2953,outage,2.83
2954,motivation,2.1
2957,tiny,3.11
2958,leash,4.89
2959,fetch,3.42
2960,steel,4.87
2961,profitable,2.36
2964,dilemma,2.0
2965,filter,4.59
2966,mow,4.32
2967,upstate,3.25
2968,sending,2.87
2972,population,3.64
2975,chunk,3.86
2976,grapevine,4.69
2977,armed,3.6
2979,noun,3.15
2981,verb,2.85
2984,injustice,1.4
2985,behead,4.24
2986,mini,2.89
2996,conversation,3.28
2998,locals,2.89
3001,broke,3.29
3004,robbing,3.73
3006,originally,1.66
3007,meanie,2.43
3008,familiar,2.03
3010,county,4.04
3012,strange,1.86
3013,attack,3.71
3014,drawn,2.79
3015,upset,2.41
3016,ratio,2.55
3017,execution,3.93
3018,dancing,4.3
3020,touched,3.11
3021,understanding,1.92
3022,academy,4.29
